objectid,objectid_1,loc_time,loc_year,loc_qtr,loc_no,loc_nm,sample_day,temp,ph,do_,salinity,cod,coliform_cnt,t_n,t_p,cn,cu,pb,cd,zn,cr,as_,ni,hg,phenol,no3_n,no2_n,nh3_n,din,dip,chl_a,low_do,transparency,toc,din_wqi,dip_wqi,chl_a_wqi,low_do_wqi,transparency_wqi,wqi_score,wqi_grade,gubun,timeseries,x,y
67,67,2018년 4분기,2018,4,29,대이작도 동북방,2018-11-01,15.7,8.03,8.31,31.89,0.9,250,0.454,0.036,0,0,0,0,0.003,,0,0,0,0,0.241,0.003,0.0247,0.2687,0.031,0,108.8,1.1,1.93,1,2,1,1,1,22,Ⅰ,인천해역,201812,125886.7203,519058.2249
68,68,2018년 4분기,2018,4,32,장봉도 남동방,2018-11-01,13.9,8.05,8.69,30.11,0.4,130,0.625,0.046,0,0,0,0,0,,0,0,0,0,0.413,0.027,0.0329,0.4729,0.04,2.61,98.8,1.1,1.79,3,4,3,1,1,36,Ⅲ,인천해역,201812,147192.8489,545103.3001
69,69,2018년 3분기,2018,3,27,장봉도 서남방,2018-08-08,27,8.3,11.5,27,1.7,220,0.186,0.039,0,0.002,0,0,0,,0,0,0,0.0001,0.042,0.008,0.124,0.174,0.007,0.45,130.6,1.2,1.677,1,1,1,1,1,20,Ⅰ,강화해역,201809,136305.9251,553997.5815
70,70,2018년 3분기,2018,3,28,덕적도 서방,2018-08-06,22.4,8,8,31.3,0.9,690,0.234,0.02,0,0,0,0,0,,0,0,0,0.0001,0.001,0.002,0.025,0.028,0.007,0.15,117.9,3,1.7,1,1,1,1,1,20,Ⅰ,인천해역,201809,116582.3923,517603.9209
71,71,2018년 3분기,2018,3,29,대이작도 동북방,2018-08-06,23.7,8.1,8.3,31,1,440,0.143,0.024,0,0,0,0,0.002,,0,0,0,0.0001,0.001,0.005,0.016,0.022,0.008,0.15,116,4.4,1.7,1,1,1,1,1,20,Ⅰ,인천해역,201809,125886.7203,519058.2249
72,72,2018년 3분기,2018,3,30,선갑도 북방,2018-08-06,22.2,8.1,8.2,31.1,1.6,360,0.069,0.014,0,0.002,0,0,0.004,,0,0,0,0.001,0.025,0.003,0.007,0.035,0.007,0.16,115.6,4.2,1.7,1,1,1,1,1,20,Ⅰ,인천해역,201809,123090.5883,506997.3307
73,73,2018년 3분기,2018,3,31,석모도 서방,2018-08-06,28.3,8.2,9.5,28.3,1.5,260,0.537,0.088,0,0.002,0,0,0,,0,0,0,0,0.068,0.018,0.063,0.149,0.031,0.58,129.5,0.6,2.3,1,2,1,1,4,31,Ⅱ,강화해역,201809,134720.0093,567576.4563
74,74,2018년 3분기,2018,3,32,장봉도 남동방,2018-08-06,24.6,8.1,8.6,29.3,0.2,1300,0.04,0.022,0,0.001,0,0,0,,0,0,0,0,0.011,0.003,0.029,0.043,0.007,0.15,120.6,3.6,1.8,1,1,1,1,1,20,Ⅰ,인천해역,201809,147192.8489,545103.3001
75,75,2018년 3분기,2018,3,33,덕적도 서북방,2018-08-06,22.9,8.1,8.4,30.9,0.8,310,0.022,0.018,0,0,0,0,0,,0,0,0,0,0.009,0.005,0.002,0.016,0.006,0.13,111.6,4.8,1.8,1,1,1,1,1,20,Ⅰ,인천해역,201809,111999.9565,510713.2939
76,76,2018년 3분기,2018,3,34,영흥도 서방,2018-08-06,24.5,8,7.8,30.3,1.2,2400,0.154,0.032,0,0,0.001,0,0,,0,0,0,0,0.008,0.002,0.022,0.032,0.015,0.29,111.3,2,1.9,1,1,1,1,1,20,Ⅰ,인천해역,201809,148653.3443,518918.8791
77,77,2018년 3분기,2018,3,1,인천항 도크앞,2018-08-07,26.2,7.9,7,28.6,1.8,1200,0.488,0.116,0,0.001,0,0,0.005,,0,0,0,0.001,0.167,0.015,0.227,0.409,0.051,0,108.5,2.1,2.1,1,5,1,1,1,28,Ⅱ,인천해역,201809,165595.9593,540628.9499
78,78,2018년 3분기,2018,3,2,만석동 영종도 중간,2018-08-07,26.8,7.9,6.9,28.1,2.1,260,0.397,0.103,0,0.002,0,0,0,,0,0.001,0,0.0006,0.197,0.017,0.104,0.318,0.044,0,100.5,2.2,1.9,1,4,1,1,1,26,Ⅱ,인천해역,201809,164602.3001,543901.1315
79,79,2018년 3분기,2018,3,3,인천남항 전면,2018-08-07,26,7.9,7.9,29.2,1.7,980,0.252,0.093,0,0,0,0,0.001,,0,0,0,0.001,0.096,0.004,0.116,0.216,0.038,0.16,111.5,1.2,1.9,1,4,1,1,1,26,Ⅱ,인천해역,201809,164599.2403,537395.9511
80,80,2018년 3분기,2018,3,4,오이도 북방,2018-08-06,28.1,7.8,7.1,26.4,4.1,1000,1.243,0.451,0.001,0,0,0,0,,0,0.001,0,0.0004,0.399,0.045,0.786,1.23,0.196,17.12,94.1,0.9,2.8,5,5,5,1,3,54,Ⅳ,인천해역,201809,172412.9213,528703.3205
81,81,2018년 3분기,2018,3,5,세어도 우측,2018-08-06,28.3,7.8,6.9,21.8,2,1000,0.958,0.143,0,0.003,0,0,0.012,,0,0.001,0,0.0003,0.74,0.052,0.027,0.819,0.063,0,97.5,1.2,1.9,5,5,1,1,1,36,Ⅲ,인천해역,201809,162943.9033,552109.3209
82,82,2018년 3분기,2018,3,6,영종도 동남방,2018-08-07,25.9,7.9,7.1,29.2,1.5,400,0.293,0.099,0,0,0,0,0,,0,0,0,0,0.117,0.004,0.127,0.248,0.039,0.01,104.9,2.8,1.8,1,4,1,1,1,26,Ⅱ,인천해역,201809,161378.6589,532076.6217
83,83,2018년 3분기,2018,3,7,무의도 남방,2018-08-07,25.3,8.1,8.4,30.3,2.4,550,0.035,0.044,0,0,0,0,0,,0,0,0,0,0.001,0.004,0.042,0.047,0.007,0,113,1.8,2.2,1,1,1,1,1,20,Ⅰ,인천해역,201809,146295.9739,524020.6439
84,84,2018년 3분기,2018,3,8,큰가리섬 서북방향,2018-08-07,26.6,8.3,9.1,29.8,1.2,2400,0.07,0.064,0,0,0,0,0.017,,0,0.001,0,0,0.001,0.005,0.072,0.078,0.008,6.09,118.2,1.8,2.8,1,1,5,1,1,32,Ⅱ,인천해역,201809,164303.7937,525774.3435
85,85,2018년 3분기,2018,3,9,대부도 북단,2018-08-06,26.4,8.1,8.4,29.6,1.7,980,0.106,0.057,0.001,0,0,0,0.012,,0,0,0,0,0.001,0.006,0.111,0.118,0.008,3.78,122.8,2.2,2.3,1,1,5,1,1,32,Ⅱ,인천해역,201809,159865.1313,524252.9533
86,86,2018년 3분기,2018,3,10,영흥도 북단,2018-08-06,27,8.1,7.5,29.6,2.4,870,0.154,0.067,0.001,0,0,0,0.003,,0,0,0,0,0.032,0.009,0.118,0.159,0.016,2.33,116.3,2,2.1,1,1,2,1,1,23,Ⅰ,인천해역,201809,155689.0467,526123.8003
87,87,2018년 3분기,2018,3,11,덕적도 북방(1),2018-08-06,23.1,8.1,8.1,30.9,0.8,190,0.045,0.035,0,0,0,0,0,,0,0,0,0.0024,0.001,0.001,0.042,0.044,0.007,0.15,116.5,4.7,1.9,1,1,1,1,1,20,Ⅰ,인천해역,201809,125192.1991,529578.1399
88,88,2018년 3분기,2018,3,12,인천공항 하단,2018-08-06,24.8,7.9,7.7,30,1.2,1200,0.116,0.05,0,0,0,0,0.025,,0,0,0,0.0021,0.002,0.004,0.048,0.054,0.002,0.29,108.6,2.8,2,1,1,1,1,1,20,Ⅰ,인천해역,201809,153523.2117,535076.3497
89,89,2018년 3분기,2018,3,13,덕적도 북방(2),2018-08-06,23.4,8.1,8.4,30.6,1.3,65,0.028,0.024,0.001,0,0,0,0,,0,0,0,0.0003,0.001,0.003,0.032,0.036,0.007,0.15,118.9,4.7,1.8,1,1,1,1,1,20,Ⅰ,인천해역,201809,125056.9261,541912.4225
90,90,2018년 3분기,2018,3,14,용유도 서방,2018-08-06,24.6,8.1,8,30,1.2,770,0.034,0.031,0.001,0,0,0,0.001,,0,0,0,0.0005,0.001,0.002,0.035,0.038,0.006,0.29,115.8,3.4,1.9,1,1,1,1,1,20,Ⅰ,인천해역,201809,139282.7733,538250.9339
91,91,2018년 3분기,2018,3,15,장봉도 서방,2018-08-08,27,8.3,11.5,27.5,0.7,2400,0.1,0.038,0,0.002,0,0,0,,0,0,0,0.0007,0.001,0.007,0.094,0.102,0.006,1.03,129.9,1.4,2.3,1,1,1,1,1,20,Ⅰ,강화해역,201809,125414.7601,554396.6735
92,92,2018년 3분기,2018,3,16,석모도 서남방,2018-08-06,27,8.3,10.4,26.1,0.3,240,0.214,0.051,0.001,0,0,0,0,,0,0,0,0,0.075,0.008,0.149,0.232,0.007,0.59,120.8,1.2,2.4,1,1,1,1,1,20,Ⅰ,강화해역,201809,137125.0439,561699.5185
93,93,2018년 3분기,2018,3,17,만석부두 부근,2018-08-06,27.2,7.9,6.6,27.3,1.6,2400,0.75,0.192,0.001,0,0,0,0,,0,0.001,0,0,0.259,0.024,0.572,0.855,0.084,0.16,96.3,1.5,2,5,5,1,1,1,36,Ⅲ,인천해역,201809,167084.0735,544075.9303
94,94,2018년 3분기,2018,3,18,영흥도 남방,2018-08-06,23.6,8,7.7,30.6,2.2,2400,0.048,0.039,0.001,0.001,0,0,0,,0,0,0,0,0.009,0.002,0.035,0.046,0.015,0,110.1,2.5,1.7,1,1,1,1,1,20,Ⅰ,인천해역,201809,150438.9767,512526.3673
95,95,2018년 3분기,2018,3,19,선수 앞바다,2018-08-06,27.5,8.2,11.3,24.8,2.2,120,0.334,0.057,0,0,0,0,0,,0,0,0,0,0.163,0.014,0.124,0.301,0.008,0.87,130.1,1.1,2.5,1,1,1,1,1,20,Ⅰ,강화해역,201809,145326.6913,560099.6603
96,96,2018년 3분기,2018,3,20,교동 아래,2018-08-08,29,7.9,7.8,18.7,1.9,530,0.891,0.134,0,0,0,0,0,,0,0,0,0,0.834,0.008,0.041,0.883,0.059,0.44,118.3,0.5,2,5,5,1,1,5,48,Ⅳ,강화해역,201809,137584.8299,573875.1441
97,97,2018년 3분기,2018,3,21,서도 주문도 아래,2018-08-08,27.2,8.3,11.6,26.2,2.3,63,0.221,0.04,0,0,0,0,0,,0,0,0,0,0.032,0.006,0.071,0.109,0.008,0.87,123.2,1,2.4,1,1,1,1,1,20,Ⅰ,강화해역,201809,132714.7071,561980.8649
98,98,2018년 3분기,2018,3,22,창후리 앞바다,2018-08-08,28.7,7.9,7.9,18.3,1.8,280,0.964,0.136,0,0.001,0,0,0,,0,0,0,0.0003,0.854,0.012,0.026,0.892,0.061,0.3,115.7,0.7,2,5,5,1,1,4,45,Ⅲ,강화해역,201809,142394.0567,572020.9837
99,99,2018년 3분기,2018,3,23,외포리 앞바다,2018-08-06,28.1,8.1,8.6,21,1.5,150,0.641,0.111,0,0,0,0,0,,0,0,0,0.0001,0.57,0.015,0.062,0.647,0.047,0.58,120.2,0.8,1.9,5,5,1,1,3,42,Ⅲ,강화해역,201809,145606.3345,565339.3221
100,100,2018년 3분기,2018,3,24,초지리 앞바다,2018-08-06,29.3,7.8,6.9,15.3,1.5,130,1.458,0.162,0.001,0,0,0,0,,0,0,0,0.0006,1.333,0.021,0.012,1.366,0.076,0.16,102.7,0.9,1.9,5,5,1,1,3,42,Ⅲ,강화해역,201809,159773.9617,556317.1133
101,101,2018년 3분기,2018,3,25,운염도 북동방,2018-08-07,28.3,7.8,6.6,22.5,1.7,510,0.855,0.135,0,0,0,0,0,,0,0,0,0,0.737,0.051,0.015,0.803,0.062,0.16,98.2,1.2,2,5,5,1,1,1,36,Ⅲ,인천해역,201809,163991.5287,550347.3535
102,102,2018년 3분기,2018,3,26,LNG기지 북방,2018-08-07,25.6,8.2,8.8,30,1.7,910,0.048,0.044,0,0,0,0,0,,0,0,0,0,0.01,0.004,0.035,0.049,0.012,0.45,105.5,3,2.1,1,1,1,1,1,20,Ⅰ,인천해역,201809,163827.1581,529414.2955
103,103,2018년 2분기,2018,2,1,인천항 도크앞,2018-05-09,13,8,9,28.5,2.9,180,1.611,0.069,0,0.001,0,0,0.001,,0,0.001,0,0,0.383,0.035,0.285,0.703,0.04,2.47,102.5,1.2,2.3,5,4,3,1,1,40,Ⅲ,인천해역,201806,165595.9593,540628.9499
104,104,2018년 2분기,2018,2,34,영흥도 서방,2018-05-09,11.1,8.4,9.7,31.2,4.1,42,0.553,0.026,0,0,0,0,0,,0,0,0,0,0.133,0.008,0.016,0.157,0.021,4.09,109.6,2.4,2.1,1,1,5,1,1,32,Ⅱ,인천해역,201806,148653.3443,518918.8791
105,105,2018년 2분기,2018,2,3,인천남항 전면,2018-05-09,12.2,8,9.4,30.7,1.4,20,0.978,0.06,0,0,0,0,0,,0.001,0.001,0,0,0.153,0.01,0.053,0.216,0.033,1.45,114.5,1.6,2.3,1,3,1,1,1,24,Ⅱ,인천해역,201806,164599.2403,537395.9511
106,106,2018년 2분기,2018,2,4,오이도 북방,2018-05-09,14.4,8,9.1,27.6,1.6,550,1.778,0.184,0,0,0,0,0.004,,0,0.002,0,0,0.203,0.052,0.798,1.053,0.176,3.64,103.1,1.2,1.328,5,5,5,1,1,48,Ⅳ,인천해역,201806,172412.9213,528703.3205
107,107,2018년 2분기,2018,2,5,세어도 우측,2018-05-09,13.7,8.1,9.1,25.6,0.6,78,1.792,0.077,0,0,0,0,0,,0,0,0,0,0.621,0.044,0.171,0.836,0.048,1.17,101.9,1.3,2.289,5,5,1,1,1,36,Ⅲ,인천해역,201806,162943.9033,552109.3209
108,108,2018년 2분기,2018,2,6,영종도 동남방,2018-05-09,11.6,8.1,9.7,30.7,0.8,21,0.765,0.076,0,0,0,0,0.002,,0,0,0,0,0.161,0.003,0.042,0.206,0.034,2.33,106.1,2.2,2.2,1,3,2,1,1,27,Ⅱ,인천해역,201806,161378.6589,532076.6217
109,109,2018년 2분기,2018,2,7,무의도 남방,2018-05-09,12,8.2,9.7,31,0.6,20,0.739,0.081,0,0,0,0,0.005,,0,0,0,0,0.085,0.001,0.018,0.104,0.025,0,119.5,2,2.042,1,1,1,1,1,20,Ⅰ,인천해역,201806,146295.9739,524020.6439
110,110,2018년 2분기,2018,2,8,큰가리섬 서북방향,2018-05-09,13,8.1,9.6,30.7,2.9,4,0.704,0.076,0,0,0,0,0.021,,0,0.001,0,0,0.099,0,0.017,0.116,0.026,2.33,121,1.8,2.6,1,1,2,1,1,23,Ⅰ,인천해역,201806,164303.7937,525774.3435
111,111,2018년 2분기,2018,2,9,대부도 북단,2018-05-09,12.9,8.1,9.8,30.6,0.8,43,0.649,0.071,0,0,0,0,0.006,,0,0.001,0,0,0.097,0.002,0.011,0.11,0.026,3.49,105.6,2,2.3,1,1,5,1,1,32,Ⅱ,인천해역,201806,159865.1313,524252.9533
112,112,2018년 2분기,2018,2,10,영흥도 북단,2018-05-09,12.6,8.3,9.7,30.6,2.4,11,0.684,0.072,0,0,0,0,0.002,,0.001,0.001,0,0,0.107,0,0.021,0.128,0.031,3.48,115.5,2,2.5,1,2,5,1,1,34,Ⅲ,인천해역,201806,155689.0467,526123.8003
113,113,2018년 2분기,2018,2,11,덕적도 북방(1),2018-05-09,11.5,9.2,9.3,32.2,2,1,0.536,0.062,0,0,0,0,0,,0,0,0,0,0.097,0,0.007,0.104,0.024,0,105.4,2,2,1,1,1,1,1,20,Ⅰ,인천해역,201806,125192.1991,529578.1399
114,114,2018년 2분기,2018,2,12,인천공항 하단,2018-05-09,11.8,8.4,9.6,30.9,2.6,12,0.674,0.064,0,0,0,0,0.001,,0,0.001,0,0,0.081,0.002,0.036,0.119,0.022,0.15,106.4,1.2,1.991,1,1,1,1,1,20,Ⅰ,인천해역,201806,153523.2117,535076.3497
115,115,2018년 2분기,2018,2,13,덕적도 북방(2),2018-05-09,11.8,9.3,9.2,32.5,1.2,1,0.573,0.069,0,0,0,0,0.002,,0.001,0,0,0,0.056,0,0,0.056,0.022,0.13,116.6,1.8,1.988,1,1,1,1,1,20,Ⅰ,인천해역,201806,125056.9261,541912.4225
116,116,2018년 2분기,2018,2,14,용유도 서방,2018-05-09,11.5,9,9.6,31.6,1.9,5,0.514,0.054,0,0,0,0,0,,0,0.001,0,0,0.121,0.016,0.001,0.138,0.022,0,113.8,1.4,2,1,1,1,1,1,20,Ⅰ,인천해역,201806,139282.7733,538250.9339
117,117,2018년 2분기,2018,2,15,장봉도 서방,2018-05-10,12.2,8.8,9.7,29.4,2.6,3,0.899,0.063,0,0,0,0,0,,0,0,0,0,0.361,0.024,0.073,0.458,0.032,1.31,116.7,1.4,2.2,2,2,1,1,1,24,Ⅱ,강화해역,201806,125414.7601,554396.6735
118,118,2018년 2분기,2018,2,16,석모도 서남방,2018-05-10,12.1,8.4,9.4,27.6,4.6,13,1.294,0.076,0,0,0,0,0.002,,0.001,0,0,0,0.594,0.072,0.13,0.796,0.073,1.16,110.7,1.2,2.2,5,5,1,1,1,36,Ⅲ,강화해역,201806,137125.0439,561699.5185
119,119,2018년 2분기,2018,2,17,만석부두 부근,1900-01-05 21:36,13.6,8,9,26.7,1,2400,1.681,0.1,0,0,0,0,0.004,,0,0.001,0,0,0.599,0.024,0.561,1.184,0.046,2.32,98.1,0.7,2.6,5,5,2,1,4,48,Ⅳ,인천해역,201806,167084.0735,544075.9303
120,120,2018년 2분기,2018,2,18,영흥도 남방,2018-05-09,10.2,8.6,9.8,31.3,1.3,30,0.626,0.061,0,0,0,0,0,,0.001,0.001,0,0,0.125,0.003,0.541,0.669,0.023,2.32,113.2,2.4,2,5,1,2,1,1,31,Ⅱ,인천해역,201806,150438.9767,512526.3673
121,121,2018년 2분기,2018,2,19,선수 앞바다,2018-05-10,12.4,8.7,9.4,26.8,1.9,21,1.384,0.065,0,0,0,0,0.005,,0,0,0,0,0.748,0.041,0.045,0.834,0.04,1.04,154.7,1.2,2.5,5,4,1,1,1,34,Ⅲ,강화해역,201806,145326.6913,560099.6603
122,122,2018년 2분기,2018,2,20,교동 아래,2018-05-10,13.5,8.5,9.2,22.4,2.3,27,1.855,0.071,0,0,0,0,0,,0,0,0,0,1.128,0.144,0.158,1.43,0.067,0.03,105.5,0.6,2.4,5,5,1,1,4,45,Ⅲ,강화해역,201806,137584.8299,573875.1441
123,123,2018년 2분기,2018,2,21,서도 주문도 아래,2018-05-10,12.8,8.8,9.3,27.3,3.2,32,1.288,0.065,0.001,0,0,0,0,,0,0,0,0,0.708,0.04,0.038,0.786,0.038,0.01,110,1,2.2,5,4,1,1,1,34,Ⅲ,강화해역,201806,132714.7071,561980.8649
124,124,2018년 2분기,2018,2,22,창후리 앞바다,2018-05-10,14.1,8.4,9.2,20.5,1.5,24,2.348,0.076,0.001,0,0.001,0,0.002,,0,0,0,0,1.414,0.034,0.085,1.533,0.066,0.01,109.7,0.6,2.4,5,5,1,1,4,45,Ⅲ,강화해역,201806,142394.0567,572020.9837
125,125,2018년 2분기,2018,2,23,외포리 앞바다,2018-05-10,13,8.8,9.2,25.1,1.3,1600,1.656,0.068,0,0,0,0,0.01,,0,0,0,0,0.656,0.337,0.331,1.324,0.066,1.03,109.1,1,2.3,5,5,1,1,1,36,Ⅲ,강화해역,201806,145606.3345,565339.3221
126,126,2018년 2분기,2018,2,24,초지리 앞바다,2018-05-10,14.4,8.2,8.8,21.1,1,93,2.265,0.071,0.001,0,0,0,0,,0,0,0,0,1.223,0.077,0.157,1.457,0.053,0,101.2,0.8,2.6,5,5,1,1,3,42,Ⅲ,강화해역,201806,159773.9617,556317.1133
127,127,2018년 2분기,2018,2,25,운염도 북동방,2018-05-09,13.5,8,8.9,25.3,1.4,120,1.708,0.063,0,0.001,0,0,0,,0,0.001,0,0,0.788,0.058,0.191,1.037,0.046,1.04,101,1.2,0.89,5,5,1,1,1,36,Ⅲ,인천해역,201806,163991.5287,550347.3535
128,128,2018년 2분기,2018,2,26,LNG기지 북방,2018-05-09,11.7,8.6,9.5,30.9,0.6,58,0.74,0.066,0,0.001,0,0,0.001,,0,0.001,0,0,0.162,0.021,0.07,0.253,0.039,2.07,106.5,2.2,1.058,1,4,1,1,1,26,Ⅱ,인천해역,201806,163827.1581,529414.2955
129,129,2018년 2분기,2018,2,27,장봉도 서남방,2018-05-10,12.5,8.6,9.5,28,0.8,14,1.167,0.052,0.001,0,0,0,0.001,,0,0,0,0,0.416,0.198,0.184,0.798,0.045,0.01,114.5,1.2,2.2,5,5,1,1,1,36,Ⅲ,강화해역,201806,136305.9251,553997.5815
130,130,2018년 2분기,2018,2,28,덕적도 서방,2018-05-09,10.5,8.8,9.4,31.9,1.5,3,0.599,0.047,0,0,0,0,0.002,,0.001,0,0,0,0.082,0.01,0.007,0.099,0.024,1.04,105.8,1.6,1.977,1,1,1,1,1,20,Ⅰ,인천해역,201806,116582.3923,517603.9209
131,131,2018년 2분기,2018,2,29,대이작도 동북방,2018-05-09,11,8.3,10,31.8,1.3,1,0.596,0.037,0,0,0,0,0,,0,0,0,0,0.091,0.01,0.006,0.107,0.023,0.01,106.3,1.8,1.9,1,1,1,1,1,20,Ⅰ,인천해역,201806,125886.7203,519058.2249
132,132,2018년 2분기,2018,2,30,선갑도 북방,2018-05-09,9.2,8.9,10.1,32,1.6,5,0.578,0.035,0,0,0,0,0,,0,0,0,0,0.091,0.009,0.006,0.106,0.022,3.03,106.3,1.5,2,1,1,4,1,1,29,Ⅱ,인천해역,201806,123090.5883,506997.3307
133,133,2018년 2분기,2018,2,31,석모도 서방,2018-05-10,13,8.8,9.4,25.4,0.9,190,1.696,0.056,0,0,0,0,0,,0,0,0,0,0.75,0.165,0.156,1.071,0.047,2.03,108.6,0.8,2.3,5,5,1,1,3,42,Ⅲ,강화해역,201806,134720.0093,567576.4563
134,134,2018년 2분기,2018,2,32,장봉도 남동방,2018-05-09,11,8.4,9.5,31,2.2,13,0.74,0.034,0,0,0,0,0,,0,0,0,0,0.243,0.02,0.016,0.279,0.024,3.09,109.3,1.5,1.025,1,1,4,1,1,29,Ⅱ,인천해역,201806,147192.8489,545103.3001
135,135,2018년 2분기,2018,2,33,덕적도 서북방,2018-05-09,10.6,8.7,9.8,31.6,1.6,1,0.544,0.033,0,0,0,0,0.043,,0,0,0,0,0.115,0.006,0.002,0.123,0.022,3.06,117.5,1.5,2,1,1,4,1,1,29,Ⅱ,인천해역,201806,111999.9565,510713.2939
136,136,2018년 2분기,2018,2,2,만석동 영종도 중간,2018-05-09,13.3,8,9.1,27.5,2.6,150,1.652,0.077,0,0.001,0,0,0,,0.001,0.002,0,0,0.483,0.04,0.192,0.715,0.039,1.17,102.3,1.6,2.171,5,4,1,1,1,34,Ⅲ,인천해역,201806,164602.3001,543901.1315
137,137,2018년 1분기,2018,1,1,인천항 도크내,2018-02-23,0.5,8.1,12.5,30.8,1.4,220,0.673,0.037,0,0.001,0,0,0.002,,0,0.001,0.0002,0,0.265,0.022,0.14,0.427,0.037,13.8,110.9,0.8,1.8,2,3,5,1,3,44,Ⅲ,인천해역,201803,165595.9593,540628.9499
138,138,2018년 1분기,2018,1,34,영흥도 서방,2018-02-22,1.9,8,11.9,31.6,5.6,35,0.442,0.072,0,0.002,0,0,0.001,,0,0.001,0.00037,0,0.22,0.022,0.01,0.252,0.055,0.58,107.3,1.1,1.3,1,5,1,1,1,28,Ⅱ,인천해역,201803,148653.3443,518918.8791
139,139,2018년 1분기,2018,1,3,인천남항 전면,2018-02-23,0.6,8.2,13.3,31.7,0.7,73,0.419,0.025,0,0.002,0,0,0.003,,0,0.002,0.0011,0,0.135,0.031,0.028,0.194,0.025,22.91,127.1,1.2,2,1,1,5,1,1,32,Ⅱ,인천해역,201803,164599.2403,537395.9511
140,140,2018년 1분기,2018,1,4,오이도 북방,2018-02-22,0.6,8.2,13.8,30.7,0.9,20,0.846,0.038,0,0.003,0,0,0.004,,0,0.004,0.0009,0,0.193,0.036,0.403,0.632,0.031,30.74,122.3,1.1,2.8,4,2,5,1,1,40,Ⅲ,인천해역,201803,172412.9213,528703.3205
141,141,2018년 1분기,2018,1,5,세어도 우측,2018-02-23,0.5,8.1,12.5,30.6,0.4,96,0.849,0.032,0,0.003,0,0,0.004,,0,0.002,0.00098,0,0.366,0.033,0.302,0.701,0.031,10.59,108.1,0.9,1.477,5,2,5,1,3,48,Ⅳ,인천해역,201803,162943.9033,552109.3209
142,142,2018년 1분기,2018,1,6,영종도 동남방,2018-02-23,1,8.1,12.2,32.4,0.5,440,0.456,0.031,0,0.001,0,0,0.002,,0,0.001,0.00135,0,0.193,0.027,0.019,0.239,0.031,11.47,107.6,1.1,1.6,1,2,5,1,1,34,Ⅲ,인천해역,201803,161378.6589,532076.6217
143,143,2018년 1분기,2018,1,7,무의도 남방,2018-02-22,0.9,8,11.8,32,0.2,16,0.411,0.043,0,0.002,0,0,0.001,,0,0,0,0,0.181,0.025,0.078,0.284,0.031,0,102.9,1.2,1.2,1,2,1,1,1,22,Ⅰ,인천해역,201803,146295.9739,524020.6439
144,144,2018년 1분기,2018,1,8,큰가리섬 서북방향,2018-02-22,0.5,8.2,14.1,31.5,0.2,26,0.438,0.027,0,0.001,0,0,0.001,,0,0.001,0.00071,0,0.186,0.015,0.011,0.212,0.025,7.11,117.4,1.2,1.6,1,1,5,1,1,32,Ⅱ,인천해역,201803,164303.7937,525774.3435
145,145,2018년 1분기,2018,1,9,대부도 북단,2018-02-22,0.5,8.1,12.8,31.5,0.7,39,0.461,0.031,0,0.001,0,0,0.001,,0,0.001,0,0,0.161,0.017,0.011,0.189,0.03,10.44,113.4,1,1.7,1,1,5,1,1,32,Ⅱ,인천해역,201803,159865.1313,524252.9533
146,146,2018년 1분기,2018,1,10,영흥도 북단,2018-02-22,0.8,8,11.8,31.9,0.2,26,0.452,0.044,0,0.001,0,0,0,,0,0,0,0,0.203,0.013,0.014,0.23,0.042,4.65,105.5,1,1.4,1,4,5,1,1,38,Ⅲ,인천해역,201803,155689.0467,526123.8003
147,147,2018년 1분기,2018,1,11,덕적도 북방(1),2018-02-22,0.8,8,12,31.9,0.3,31,0.472,0.075,0,0,0,0,0,,0,0,0.0061,0,0.161,0.023,0.011,0.195,0.0295,0,104.7,0.9,0.3,1,1,1,1,3,26,Ⅱ,인천해역,201803,125192.1991,529578.1399
148,148,2018년 1분기,2018,1,12,인천공항 하단,2018-02-22,1.9,7.83,11,33.4,0.3,25,0.455,0.049,0,0.001,0,0,0.001,,0,0,0,0.0005,0.219,0.015,0.019,0.253,0.045,5.06,101.5,1.2,1.1,1,5,5,1,1,40,Ⅲ,인천해역,201803,153523.2117,535076.3497
149,149,2018년 1분기,2018,1,13,덕적도 북방(2),2018-02-22,0.4,7.9,11.7,32,2.2,33,0.42,0.05,0,0.026,0,0,0.002,,0,0.001,0,0,0.159,0.039,0.019,0.217,0.032,0,106.3,0.7,1.4,1,2,1,1,4,31,Ⅱ,인천해역,201803,125056.9261,541912.4225
150,150,2018년 1분기,2018,1,14,용유도 서방,2018-02-22,0.3,7.9,11.9,31.8,0.8,33,0.51,0.058,0,0.002,0,0,0.002,,0,0,0,0,0.202,0.037,0.046,0.285,0.054,0,101.9,0.8,1.2,1,5,1,1,3,34,Ⅲ,인천해역,201803,139282.7733,538250.9339
151,151,2018년 1분기,2018,1,15,장봉도 서방,2018-02-27,0.4,7.9,11.9,30.7,5.1,34,0.79,0.077,0,0.001,0,0,0.002,,0,0.001,0.00095,0,0.351,0.006,0.226,0.583,0.071,6.19,107.6,0.3,1.41,4,5,5,1,5,58,Ⅳ,강화해역,201803,125414.7601,554396.6735
152,152,2018년 1분기,2018,1,16,석모도 서남방,2018-02-27,0.1,8,12,30,4.8,115,1.132,0.235,0,0,0,0,0.002,,0,0.001,0,0,0.474,0.007,0.346,0.827,0.093,7.08,115.3,0.2,1.5,5,5,5,1,5,60,Ⅴ,강화해역,201803,137125.0439,561699.5185
